time,temperature,humidity,pressure,temperature2
2024-05-27 11:49:09,17,53,1013.3,17.3
2024-05-27 11:49:11,17,52,1013.4,17.3
2024-05-27 11:49:14,17,46,1013.4,17.3
2024-05-27 11:49:16,17,45,1013.4,17.3
2024-05-27 11:49:19,17,46,1013.5,17.3
2024-05-27 11:49:21,17,45,1013.5,17.3
2024-05-27 11:49:26,17,45,1013.4,17.3
2024-05-27 11:49:31,17,44,1013.4,17.4
2024-05-27 11:49:33,17,43,1013.4,17.4
2024-05-27 11:49:35,17,43,1013.5,17.4
2024-05-27 11:49:38,17,42,1013.5,17.4
2024-05-27 11:49:40,17,43,1013.5,17.4
2024-05-27 11:49:45,17,42,1013.5,17.4
2024-05-27 11:49:50,17,42,1013.6,17.4
2024-05-27 11:49:52,17,42,1013.5,17.4
2024-05-27 11:49:55,17,42,1013.7,17.4
2024-05-27 11:49:57,17,43,1013.6,17.4
2024-05-27 11:50:02,17,43,1013.7,17.4
2024-05-27 11:50:04,17,43,1013.6,17.4
2024-05-27 11:50:07,17,42,1013.7,17.4
2024-05-27 11:50:09,17,43,1013.7,17.4
2024-05-27 11:50:14,17,43,1013.8,17.4
2024-05-27 11:50:16,17,42,1013.8,17.4
2024-05-27 11:50:23,17,42,1013.8,17.3
2024-05-27 11:50:28,17,42,1013.9,17.3
2024-05-27 11:50:35,17,42,1014.0,17.3
2024-05-27 11:50:40,17,42,1013.9,17.3
2024-05-27 11:50:43,17,42,1014.0,17.3
2024-05-27 11:50:45,17,42,1014.1,17.2
2024-05-27 11:50:50,17,42,1014.0,17.2
2024-05-27 11:50:52,17,42,1014.1,17.2
2024-05-27 11:51:02,17,42,1014.1,17.3
2024-05-27 11:51:09,17,42,1014.2,17.2
2024-05-27 11:51:11,17,42,1014.3,17.2
2024-05-27 11:51:14,17,41,1014.3,17.2
2024-05-27 11:54:38,17,41,1015.9,16.8
2024-05-27 11:54:45,17,40,1015.9,16.5
2024-05-27 11:54:48,16,43,1015.9,16.3
2024-05-27 11:54:52,16,43,1016.0,16.3
2024-05-27 11:54:57,16,43,1016.0,16.2
2024-05-27 11:55:00,16,43,1016.0,16.0
2024-05-27 11:55:02,16,42,1016.0,15.8
2024-05-27 11:55:04,16,43,1015.9,15.9
2024-05-27 11:55:07,16,43,1016.0,15.9
2024-05-27 11:55:09,16,43,1016.0,16.1
2024-05-27 11:55:12,16,43,1015.9,16.1
2024-05-27 11:55:14,16,43,1016.0,16.1
2024-05-27 11:55:16,16,43,1015.9,16.1
2024-05-27 11:55:19,16,42,1016.1,16.1
2024-05-27 11:55:24,16,43,1016.0,16.2
2024-05-27 11:55:26,16,42,1016.1,16.2
2024-05-27 11:55:28,16,42,1016.0,16.1
2024-05-27 11:55:31,16,43,1016.0,16.1
2024-05-27 11:55:33,16,43,1016.0,16.2
2024-05-27 11:55:43,16,43,1015.9,16.2
2024-05-27 11:55:45,16,43,1016.0,16.2
2024-05-27 11:55:55,16,43,1016.1,16.2
2024-05-27 11:56:00,16,43,1016.0,16.2
2024-05-27 11:56:02,16,43,1016.1,16.2
2024-05-27 11:56:04,16,43,1016.0,16.2
2024-05-27 11:56:12,16,43,1016.1,16.2
2024-05-27 11:56:19,16,43,1016.0,16.2
2024-05-27 11:56:28,16,44,1016.1,16.1
2024-05-27 11:56:31,16,43,1016.1,16.1
2024-05-27 11:56:33,16,43,1016.0,16.1
2024-05-27 11:56:36,16,44,1016.1,16.1
2024-05-27 11:56:38,16,43,1016.1,16.1
2024-05-27 11:56:41,16,43,1016.1,16.0
2024-05-27 11:56:43,16,43,1016.0,16.0
2024-05-27 11:56:45,16,43,1016.1,16.0
2024-05-27 11:56:48,16,43,1016.0,16.0
2024-05-27 11:56:50,16,43,1016.0,15.7
2024-05-27 11:56:55,16,43,1016.1,15.5
2024-05-27 11:56:57,16,43,1016.0,15.6
2024-05-27 11:57:00,16,43,1016.1,15.6
2024-05-27 11:57:02,16,43,1016.0,15.6
2024-05-27 11:57:04,16,43,1016.0,15.7
2024-05-27 11:57:14,16,43,1016.1,15.6
2024-05-27 11:57:16,16,43,1016.0,15.6
2024-05-27 11:57:19,16,43,1016.0,15.5
2024-05-27 11:57:24,15,45,1016.0,15.4
2024-05-27 11:57:26,16,43,1016.0,15.5
2024-05-27 11:57:31,15,45,1016.1,15.4
2024-05-27 11:57:33,15,45,1015.9,15.4
2024-05-27 11:57:36,15,45,1016.1,15.4
2024-05-27 11:57:41,15,45,1016.0,15.4
2024-05-27 11:57:43,15,45,1016.1,15.2
2024-05-27 11:57:45,15,45,1016.0,15.3
2024-05-27 11:57:48,15,45,1016.1,15.3
2024-05-27 11:57:50,15,46,1016.0,15.4
2024-05-27 11:58:02,15,46,1016.0,15.3
2024-05-27 11:58:04,15,46,1016.0,15.4
2024-05-27 11:58:07,15,46,1016.0,15.2
2024-05-27 11:58:09,15,45,1016.0,15.1
2024-05-27 11:58:12,15,46,1016.0,15.1
2024-05-27 11:58:14,15,46,1016.0,15.2
2024-05-27 11:58:19,15,46,1016.1,15.2
2024-05-27 11:58:21,15,46,1016.0,15.3
2024-05-27 11:58:24,15,46,1016.0,15.1
2024-05-27 11:58:26,15,46,1016.0,15.2
2024-05-27 11:58:28,15,46,1016.0,15.1
2024-05-27 11:58:31,15,46,1016.0,15.2
2024-05-27 11:58:33,15,46,1016.1,15.2
2024-05-27 11:58:36,15,46,1016.0,15.2
2024-05-27 11:58:38,15,46,1016.1,15.2
2024-05-27 11:58:40,15,46,1016.0,15.2
2024-05-27 11:58:45,15,46,1016.0,15.3
2024-05-27 11:58:48,15,46,1016.1,15.3
2024-05-27 11:58:50,15,46,1016.0,15.2
2024-05-27 11:58:52,15,46,1015.9,15.3
2024-05-27 11:58:55,15,46,1016.0,15.3
2024-05-27 11:59:00,15,47,1016.0,15.3
2024-05-27 11:59:09,15,47,1016.1,15.3
2024-05-27 11:59:12,15,47,1016.0,15.3
2024-05-27 11:59:16,15,46,1016.0,15.2
2024-05-27 11:59:19,15,46,1016.0,15.3
2024-05-27 11:59:28,15,47,1016.0,15.4
2024-05-27 11:59:43,16,45,1016.0,15.5
2024-05-27 11:59:50,15,47,1016.1,15.4
2024-05-27 11:59:52,15,47,1015.9,15.4
2024-05-27 11:59:55,16,44,1015.9,15.5
2024-05-27 11:59:57,16,44,1016.0,15.5
2024-05-27 12:00:00,15,47,1015.9,15.4
2024-05-27 12:00:02,15,47,1016.0,15.4
2024-05-27 12:00:04,15,46,1016.0,15.4
2024-05-27 12:00:12,15,46,1015.9,15.4
2024-05-27 12:00:16,15,46,1016.0,15.4
2024-05-27 12:00:21,16,44,1016.0,15.5
2024-05-27 12:00:38,15,46,1015.9,15.4
2024-05-27 12:00:40,15,46,1016.0,15.4
2024-05-27 12:00:45,16,44,1016.0,15.5
2024-05-27 12:01:09,15,46,1015.9,15.4
2024-05-27 12:01:12,15,46,1016.0,15.3
2024-05-27 12:01:14,15,46,1016.1,15.4
2024-05-27 12:01:16,15,46,1015.9,15.4
2024-05-27 12:01:19,15,45,1015.8,15.3
2024-05-27 12:01:21,15,45,1015.8,15.2
2024-05-27 12:01:24,15,45,1016.0,15.3
2024-05-27 12:01:26,15,45,1015.9,15.3
2024-05-27 12:01:28,15,45,1016.0,15.3
2024-05-27 12:01:31,15,45,1016.0,15.2
2024-05-27 12:01:33,15,46,1016.0,15.2
2024-05-27 12:01:45,15,46,1015.9,15.3
2024-05-27 12:01:48,15,46,1016.1,15.3
2024-05-27 12:01:50,15,46,1016.0,15.3
2024-05-27 12:01:55,15,46,1016.1,15.4
2024-05-27 12:01:57,15,46,1016.1,15.3
2024-05-27 12:02:00,15,46,1016.0,15.4
2024-05-27 12:02:04,15,46,1015.9,15.4
2024-05-27 12:02:14,15,46,1015.9,15.3
2024-05-27 12:02:16,15,46,1015.8,15.3
2024-05-27 12:02:19,15,46,1015.9,15.2
2024-05-27 12:02:21,15,46,1015.8,15.2
2024-05-27 12:02:24,15,46,1015.9,15.2
2024-05-27 12:02:26,15,46,1015.8,15.1
2024-05-27 12:02:28,15,46,1015.9,15.2
2024-05-27 12:02:33,15,46,1015.9,15.0
2024-05-27 12:02:36,15,46,1015.9,14.9
2024-05-27 12:02:40,15,46,1015.9,14.8
2024-05-27 12:02:45,15,46,1015.9,14.9
2024-05-27 12:02:50,15,46,1016.0,14.9
2024-05-27 12:02:52,15,46,1015.9,14.9
2024-05-27 12:02:55,15,46,1015.9,14.8
2024-05-27 12:02:57,15,46,1015.8,14.8
2024-05-27 12:03:00,15,46,1015.9,14.8
2024-05-27 12:03:02,15,46,1016.0,14.9
2024-05-27 12:03:04,15,47,1015.9,14.9
2024-05-27 12:03:07,15,47,1016.0,14.8
2024-05-27 12:03:12,15,47,1016.0,14.9
2024-05-27 12:03:19,15,47,1016.0,15.0
2024-05-27 12:03:21,15,47,1015.7,15.0
2024-05-27 12:03:24,15,48,1015.9,15.0
2024-05-27 12:03:26,15,48,1015.8,15.0
2024-05-27 12:03:28,15,48,1015.9,15.0
2024-05-27 12:03:31,15,47,1015.9,14.9
2024-05-27 12:03:33,15,47,1015.8,14.8
2024-05-27 12:03:36,15,47,1015.7,14.7
2024-05-27 12:03:38,15,47,1015.8,14.6
2024-05-27 12:03:40,15,47,1015.9,14.5
2024-05-27 12:03:43,14,50,1016.0,14.4
