time,temperature,humidity,pressure,temperature2
2024-05-24 20:28:03,18,50,101640,1750
2024-05-24 20:28:05,18,51,101630,1750
2024-05-24 20:28:27,18,51,101630,1760
2024-05-24 20:28:34,18,51,101640,1760
2024-05-24 20:28:37,18,51,101630,1760
2024-05-24 20:28:39,18,51,101620,1760
2024-05-24 20:28:41,18,51,101640,1760
2024-05-24 20:28:44,18,51,101630,1760
2024-05-24 20:28:46,18,52,101620,1760
2024-05-24 20:28:49,18,52,101630,1760
2024-05-24 20:29:01,18,52,101640,1770
2024-05-24 20:29:05,18,52,101640,1760
2024-05-24 20:29:08,18,52,101650,1770
2024-05-24 20:29:15,18,51,101640,1770
2024-05-24 20:29:25,18,52,101630,1770
2024-05-24 20:29:27,18,51,101630,1770
2024-05-24 20:29:29,18,49,101630,1770
2024-05-24 20:29:34,18,48,101630,1770
2024-05-24 20:29:37,18,47,101630,1770
2024-05-24 20:29:39,18,47,101620,1770
2024-05-24 20:29:41,18,47,101630,1770
2024-05-24 20:29:44,18,46,101630,1770
2024-05-24 20:29:46,18,46,101620,1770
2024-05-24 20:30:01,18,45,101620,1770
2024-05-24 20:30:03,18,45,101610,1770
2024-05-24 20:30:05,18,45,101620,1770
2024-05-24 20:30:08,18,45,101610,1770
2024-05-24 20:30:15,18,45,101600,1770
2024-05-24 20:30:32,18,46,101590,1770
2024-05-24 20:30:34,18,46,101600,1770
2024-05-24 20:30:37,18,46,101590,1760
2024-05-24 20:30:44,18,46,101580,1760
2024-05-24 20:30:46,18,46,101590,1760
2024-05-24 20:30:49,18,46,101580,1760
2024-05-24 20:30:53,18,46,101580,1750
2024-05-24 20:31:01,18,46,101570,1750
2024-05-24 20:31:05,18,46,101560,1750
2024-05-24 20:31:08,17,49,101570,1740
2024-05-24 20:31:13,17,49,101560,1740
2024-05-24 20:31:20,17,49,101560,1730
2024-05-24 20:31:22,17,49,101570,1730
2024-05-24 20:31:25,17,49,101560,1730
2024-05-24 20:31:29,17,48,101550,1730
2024-05-24 20:31:32,17,48,101540,1730
2024-05-24 20:31:34,17,48,101550,1720
2024-05-24 20:31:41,17,48,101540,1720
2024-05-24 20:31:44,17,48,101550,1710
2024-05-24 20:31:53,17,48,101550,1700
2024-05-24 20:32:03,17,48,101540,1700
2024-05-24 20:32:05,17,49,101560,1700
2024-05-24 20:32:08,17,49,101550,1690
2024-05-24 20:32:10,17,49,101560,1690
2024-05-24 20:32:17,17,49,101560,1680
2024-05-24 20:32:22,17,48,101560,1680
2024-05-24 20:32:25,17,48,101550,1680
2024-05-24 20:32:27,17,48,101550,1670
2024-05-24 20:32:29,17,48,101560,1670
2024-05-24 20:32:32,17,48,101550,1670
2024-05-24 20:32:37,17,48,101560,1670
2024-05-24 20:32:39,17,47,101540,1660
2024-05-24 20:32:41,17,47,101550,1660
2024-05-24 20:32:44,17,47,101540,1660
2024-05-24 20:32:51,17,47,101540,1650
2024-05-24 20:33:03,16,50,101540,1640
2024-05-24 20:33:08,16,50,101530,1640
2024-05-24 20:33:13,16,50,101530,1630
2024-05-24 20:33:20,16,49,101530,1630
2024-05-24 20:33:22,16,49,101530,1620
2024-05-24 20:33:27,16,49,101520,1620
2024-05-24 20:33:34,16,50,101520,1620
2024-05-24 20:33:37,16,50,101510,1610
2024-05-24 20:33:39,16,50,101520,1610
2024-05-24 20:33:41,16,50,101510,1610
2024-05-24 20:33:44,16,50,101520,1610
2024-05-24 20:33:46,16,49,101510,1610
2024-05-24 20:33:49,16,49,101510,1600
2024-05-24 20:33:53,16,50,101510,1600
2024-05-24 20:33:58,16,49,101510,1600
2024-05-24 20:34:01,16,50,101510,1590
2024-05-24 20:34:03,16,49,101510,1590
2024-05-24 20:34:08,16,49,101500,1590
2024-05-24 20:34:10,16,49,101490,1580
2024-05-24 20:34:13,16,49,101500,1590
2024-05-24 20:34:15,16,49,101500,1580
2024-05-24 20:34:22,16,49,101490,1580
2024-05-24 20:34:25,16,49,101500,1580
2024-05-24 20:34:27,16,49,101490,1580
2024-05-24 20:34:29,16,49,101500,1570
2024-05-24 20:34:32,16,49,101490,1570
2024-05-24 20:34:34,16,50,101500,1570
2024-05-24 20:34:37,16,49,101490,1570
2024-05-24 20:34:41,16,49,101500,1570
2024-05-24 20:34:46,16,49,101490,1560
2024-05-24 20:34:53,16,50,101500,1560
2024-05-24 20:34:56,16,50,101490,1560
2024-05-24 20:34:58,16,50,101500,1560
2024-05-24 20:35:01,16,50,101510,1560
2024-05-24 20:35:03,16,51,101490,1550
2024-05-24 20:35:05,16,50,101500,1550
2024-05-24 20:35:17,16,51,101500,1550
2024-05-24 20:35:20,15,54,101500,1540
2024-05-24 20:35:22,15,53,101510,1540
2024-05-24 20:35:27,15,53,101520,1540
2024-05-24 20:35:29,15,53,101510,1540
2024-05-24 20:35:32,15,54,101520,1540
2024-05-24 20:35:34,15,54,101520,1530
2024-05-24 20:35:39,15,54,101530,1530
2024-05-24 20:35:44,15,54,101540,1530
2024-05-24 20:35:49,15,54,101540,1520
2024-05-24 20:35:51,15,54,101550,1520
2024-05-24 20:35:56,15,54,101540,1520
2024-05-24 20:35:58,15,55,101550,1520
2024-05-24 20:36:01,15,55,101540,1520
2024-05-24 20:36:03,15,54,101550,1520
2024-05-24 20:36:05,15,54,101560,1510
2024-05-24 20:36:08,15,54,101550,1510
2024-05-24 20:36:10,15,55,101560,1510
2024-05-24 20:36:17,15,56,101560,1510
2024-05-24 20:36:20,15,57,101560,1510
2024-05-24 20:36:22,15,57,101570,1510
2024-05-24 20:36:25,15,58,101570,1500
2024-05-24 20:36:27,15,58,101560,1500
2024-05-24 20:36:29,15,58,101570,1500
2024-05-24 20:36:32,15,59,101570,1500
2024-05-24 20:36:37,15,58,101560,1500
2024-05-24 20:36:39,15,57,101570,1500
2024-05-24 20:36:41,15,57,101560,1500
2024-05-24 20:36:44,15,56,101570,1490
2024-05-24 20:36:49,15,56,101560,1490
2024-05-24 20:36:51,15,56,101570,1490
2024-05-24 20:36:56,15,57,101570,1490
2024-05-24 20:36:58,15,57,101560,1480
2024-05-24 20:37:05,15,56,101550,1480
2024-05-24 20:37:10,15,56,101560,1470
2024-05-24 20:37:13,15,56,101550,1470
2024-05-24 20:37:20,15,55,101550,1470
2024-05-24 20:37:27,15,55,101550,1460
2024-05-24 20:37:29,15,56,101550,1460
2024-05-24 20:37:32,15,57,101550,1460
2024-05-24 20:37:41,15,57,101550,1450
2024-05-24 20:37:49,15,57,101540,1450
2024-05-24 20:37:51,15,57,101550,1450
2024-05-24 20:37:53,15,57,101540,1450
2024-05-24 20:37:56,14,59,101540,1440
2024-05-24 20:37:58,14,58,101540,1440
2024-05-24 20:38:01,14,57,101550,1440
2024-05-24 20:38:03,14,57,101540,1440
2024-05-24 20:38:13,14,58,101540,1440
2024-05-24 20:38:15,14,58,101540,1430
2024-05-24 20:38:17,14,58,101530,1430
2024-05-24 20:38:20,14,58,101540,1430
2024-05-24 20:38:25,14,59,101540,1430
2024-05-24 20:38:29,14,59,101540,1420
2024-05-24 20:38:39,14,60,101530,1420
2024-05-24 20:38:41,14,60,101540,1420
2024-05-24 20:38:44,14,59,101530,1420
2024-05-24 20:38:49,14,59,101540,1420
2024-05-24 20:38:51,14,58,101530,1420
2024-05-24 20:38:53,14,58,101540,1410
2024-05-24 20:38:58,14,58,101530,1410
2024-05-24 20:39:08,14,59,101530,1410
2024-05-24 20:39:10,14,58,101530,1410
2024-05-24 20:39:13,14,58,101530,1400
2024-05-24 20:39:15,14,58,101520,1400
2024-05-24 20:39:22,14,59,101530,1400
2024-05-24 20:39:25,14,60,101520,1400
2024-05-24 20:39:27,14,60,101530,1400
2024-05-24 20:39:29,14,59,101520,1400
2024-05-24 20:39:32,14,58,101520,1400
2024-05-24 20:39:34,14,58,101520,1390
2024-05-24 20:39:41,14,57,101520,1390
2024-05-24 20:39:46,14,56,101520,1390
2024-05-24 20:39:49,14,57,101510,1390
2024-05-24 20:39:53,14,56,101510,1380
2024-05-24 20:39:56,14,56,101520,1380
2024-05-24 20:39:58,14,56,101510,1380
2024-05-24 20:40:03,14,56,101520,1380
2024-05-24 20:40:05,14,56,101510,1380
2024-05-24 20:40:17,14,56,101520,1380
2024-05-24 20:40:20,14,56,101510,1380
2024-05-24 20:40:22,14,56,101520,1380
2024-05-24 20:40:25,14,56,101510,1380
2024-05-24 20:40:27,14,56,101520,1380
2024-05-24 20:40:29,14,57,101510,1370
2024-05-24 20:40:32,14,56,101520,1370
2024-05-24 20:40:34,14,57,101520,1370
2024-05-24 20:40:37,14,57,101510,1370
2024-05-24 20:40:39,14,57,101520,1370
2024-05-24 20:40:44,14,57,101510,1370
2024-05-24 20:40:51,14,57,101500,1370
2024-05-24 20:40:53,14,57,101510,1370
2024-05-24 20:41:05,14,57,101500,1370
2024-05-24 20:41:08,14,57,101510,1370
2024-05-24 20:41:10,14,57,101500,1370
2024-05-24 20:41:24,14,57,101490,1370
2024-05-24 20:41:27,14,57,101500,1370
2024-05-24 20:41:29,14,57,101490,1370
2024-05-24 20:41:32,14,58,101490,1370
2024-05-24 20:41:39,14,57,101480,1370
2024-05-24 20:41:41,14,57,101490,1370
2024-05-24 20:41:44,14,56,101480,1360
2024-05-24 20:41:46,14,56,101470,1360
2024-05-24 20:41:48,14,56,101480,1360
2024-05-24 20:41:53,14,55,101470,1360
2024-05-24 20:42:03,14,55,101460,1360
2024-05-24 20:42:10,14,55,101450,1360
2024-05-24 20:42:12,14,55,101460,1360
2024-05-24 20:42:22,14,55,101450,1360
2024-05-24 20:42:24,14,55,101460,1360
2024-05-24 20:42:27,14,55,101450,1360
2024-05-24 20:42:34,14,55,101440,1360
2024-05-24 20:42:36,14,55,101450,1360
2024-05-24 20:42:56,14,56,101440,1360
2024-05-24 20:43:03,14,56,101450,1360
2024-05-24 20:43:05,14,56,101440,1370
2024-05-24 20:43:15,14,56,101430,1370
2024-05-24 20:43:20,14,56,101440,1360
2024-05-24 20:43:24,14,56,101430,1350
2024-05-24 20:43:32,13,59,101430,1340
2024-05-24 20:43:34,13,59,101440,1340
2024-05-24 20:43:36,13,59,101430,1330
2024-05-24 20:43:41,13,58,101430,1330
2024-05-24 20:43:44,13,59,101430,1330
2024-05-24 20:43:46,13,59,101430,1320
2024-05-24 20:43:56,13,59,101440,1310
2024-05-24 20:43:58,13,58,101430,1310
2024-05-24 20:44:00,13,59,101440,1310
2024-05-24 20:44:03,13,59,101430,1310
2024-05-24 20:44:12,13,58,101430,1310
2024-05-24 20:44:15,13,58,101440,1300
2024-05-24 20:44:22,13,58,101440,1310
2024-05-24 20:44:27,13,58,101450,1310
2024-05-24 20:44:29,13,58,101440,1310
2024-05-24 20:44:34,13,58,101450,1310
2024-05-24 20:44:36,13,58,101440,1310
2024-05-24 20:44:39,13,58,101440,1320
2024-05-24 20:44:41,13,59,101450,1310
2024-05-24 20:44:44,13,59,101450,1320
2024-05-24 20:44:46,13,58,101450,1310
2024-05-24 20:44:48,13,58,101450,1320
2024-05-24 20:44:51,13,58,101450,1310
2024-05-24 20:44:56,13,58,101450,1300
2024-05-24 20:44:58,13,58,101460,1300
2024-05-24 20:45:00,13,59,101450,1300
2024-05-24 20:45:03,13,59,101460,1310
2024-05-24 20:45:08,13,59,101460,1300
2024-05-24 20:45:10,13,58,101460,1300
2024-05-24 20:45:12,13,58,101460,1290
2024-05-24 20:45:17,13,58,101470,1290
2024-05-24 20:45:27,13,58,101480,1290
2024-05-24 20:45:29,13,58,101470,1300
2024-05-24 20:45:34,13,58,101480,1300
2024-05-24 20:45:36,13,58,101470,1300
2024-05-24 20:45:39,13,58,101480,1300
2024-05-24 20:45:41,13,58,101480,1310
2024-05-24 20:45:48,13,58,101490,1310
2024-05-24 20:46:03,13,58,101500,1310
2024-05-24 20:46:08,13,58,101500,1320
2024-05-24 20:46:15,13,58,101500,1310
2024-05-24 20:46:20,13,58,101510,1310
2024-05-24 20:46:22,13,58,101520,1310
2024-05-24 20:46:24,13,58,101510,1320
2024-05-24 20:46:29,13,58,101520,1320
2024-05-24 20:46:39,13,58,101520,1330
2024-05-24 20:46:41,13,58,101530,1330
2024-05-24 20:46:51,13,59,101530,1330
2024-05-24 20:46:56,13,58,101530,1330
2024-05-24 20:47:03,13,58,101540,1330
2024-05-24 20:47:05,13,58,101530,1330
2024-05-24 20:47:08,13,58,101540,1330
2024-05-24 20:47:10,13,58,101520,1330
2024-05-24 20:47:12,13,58,101530,1330
2024-05-24 20:47:15,13,58,101520,1330
2024-05-24 20:47:17,13,58,101530,1330
2024-05-24 20:47:20,13,58,101520,1330
2024-05-24 20:47:41,13,58,101510,1340
2024-05-24 20:47:44,13,58,101520,1340
2024-05-24 20:47:46,13,58,101510,1340
2024-05-24 20:47:48,13,58,101520,1340
2024-05-24 20:47:51,13,59,101510,1340
2024-05-24 20:47:53,13,58,101510,1340
2024-05-24 20:48:00,13,58,101500,1340
2024-05-24 20:48:03,13,58,101500,1330
2024-05-24 20:48:10,13,58,101490,1330
2024-05-24 20:48:12,13,58,101500,1330
2024-05-24 20:48:15,13,58,101500,1340
2024-05-24 20:48:20,13,58,101490,1340
2024-05-24 20:48:24,13,58,101500,1340
2024-05-24 20:48:46,13,58,101510,1340
2024-05-24 20:48:48,13,58,101500,1340
2024-05-24 20:48:53,13,58,101510,1340
2024-05-24 20:48:58,13,58,101520,1340
2024-05-24 20:49:03,14,55,101520,1350
2024-05-24 20:49:22,14,55,101530,1350
2024-05-24 20:49:24,14,55,101520,1350
2024-05-24 20:49:27,14,55,101530,1350
2024-05-24 20:49:32,14,55,101540,1350
2024-05-24 20:49:34,14,55,101540,1360
2024-05-24 20:49:43,14,55,101540,1350
2024-05-24 20:49:48,14,55,101550,1360
2024-05-24 20:49:53,14,55,101540,1360
2024-05-24 20:49:55,14,55,101550,1360
2024-05-24 20:50:05,14,55,101550,1370
2024-05-24 20:50:12,14,55,101560,1370
2024-05-24 20:50:19,14,55,101570,1370
2024-05-24 20:50:22,14,55,101560,1370
2024-05-24 20:50:31,14,55,101570,1380
2024-05-24 20:50:36,14,55,101560,1380
2024-05-24 20:50:39,14,55,101570,1370
2024-05-24 20:50:41,14,55,101580,1370
2024-05-24 20:50:51,14,55,101570,1370
2024-05-24 20:50:53,14,55,101580,1370
2024-05-24 20:51:00,14,55,101580,1380
2024-05-24 20:51:03,14,55,101580,1370
2024-05-24 20:51:05,14,55,101590,1370
2024-05-24 20:51:07,14,55,101580,1370
2024-05-24 20:51:10,14,55,101590,1370
2024-05-24 20:51:15,14,55,101580,1370
2024-05-24 20:51:17,14,55,101590,1370
2024-05-24 20:51:19,14,55,101590,1380
2024-05-24 20:51:27,14,55,101600,1380
2024-05-24 20:51:29,14,55,101590,1380
2024-05-24 20:51:31,14,55,101600,1380
2024-05-24 20:51:36,14,55,101600,1390
2024-05-24 20:51:43,14,55,101610,1390
2024-05-24 20:51:46,14,55,101600,1390
2024-05-24 20:51:51,14,55,101610,1390
2024-05-24 20:52:05,14,55,101620,1400
2024-05-24 20:52:07,14,55,101610,1400
2024-05-24 20:52:17,14,55,101620,1400
2024-05-24 20:52:19,14,55,101610,1400
2024-05-24 20:52:22,14,55,101620,1400
2024-05-24 20:52:26,14,55,101610,1400
2024-05-24 20:52:29,14,55,101620,1400
2024-05-24 20:52:31,14,55,101610,1400
